fecha_no,latitud,longitud,geometry
2021-02-19,6.230502807598503,-75.69299862338201,POINT (-75.69299862338201 6.230502807598503)
2024-05-21,6.1844061209555905,-75.65137823187425,POINT (-75.65137823187425 6.184406120955591)
2024-05-16,6.234288168178824,-75.50478830695079,POINT (-75.50478830695079 6.234288168178824)
2022-07-28,6.216113298905618,-75.66809508831777,POINT (-75.66809508831777 6.216113298905618)
2024-06-26,6.290588815033833,-75.67199262829662,POINT (-75.67199262829662 6.290588815033833)
2023-11-19,6.175223871585727,-75.66400333418943,POINT (-75.66400333418943 6.175223871585727)
2022-11-23,6.194089174834303,-75.67983812112747,POINT (-75.67983812112747 6.194089174834303)
2023-04-29,6.265368411275602,-75.50988502973276,POINT (-75.50988502973276 6.265368411275602)
2022-06-16,6.27416266454991,-75.50142241611083,POINT (-75.50142241611083 6.27416266454991)
2022-05-05,6.219161867956128,-75.69083031063806,POINT (-75.69083031063806 6.219161867956128)
2022-08-01,6.219391453411847,-75.5555130515741,POINT (-75.5555130515741 6.219391453411847)
2022-09-30,6.235876441332997,-75.48613325570786,POINT (-75.48613325570786 6.235876441332997)
2022-06-11,6.28629155593269,-75.64979626597083,POINT (-75.64979626597083 6.28629155593269)
2024-05-04,6.207860243662936,-75.63383262473822,POINT (-75.63383262473822 6.207860243662936)
2022-03-20,6.292917150868288,-75.57343750993007,POINT (-75.57343750993007 6.292917150868288)
2024-04-28,6.258756852190584,-75.62768028539787,POINT (-75.62768028539787 6.258756852190584)
2022-06-18,6.2971642413317035,-75.58541046951068,POINT (-75.58541046951068 6.297164241331703)
2021-05-10,6.33918351667305,-75.67085091368051,POINT (-75.67085091368051 6.33918351667305)
2024-05-16,6.213501935232661,-75.6092867793934,POINT (-75.6092867793934 6.213501935232661)
2022-09-24,6.35861583098727,-75.70421458433341,POINT (-75.70421458433341 6.35861583098727)
2023-12-25,6.263012521583086,-75.60814027607768,POINT (-75.60814027607768 6.263012521583086)
2022-11-12,6.247600840474007,-75.6746905610751,POINT (-75.6746905610751 6.247600840474007)
2023-05-23,6.197656593978332,-75.6959251161846,POINT (-75.6959251161846 6.197656593978332)
2020-11-18,6.210621190835148,-75.55524046066644,POINT (-75.55524046066644 6.210621190835148)
2021-11-10,6.263448108545333,-75.49757196348138,POINT (-75.49757196348138 6.263448108545333)
2023-07-04,6.280216374051631,-75.507096670353,POINT (-75.507096670353 6.280216374051631)
2023-11-03,6.348366529986599,-75.71187531749649,POINT (-75.71187531749649 6.348366529986599)
2022-06-09,6.307601785204242,-75.66797499705321,POINT (-75.66797499705321 6.307601785204242)
2021-10-31,6.1887393413996294,-75.64791778725122,POINT (-75.64791778725122 6.188739341399629)
2024-05-12,6.285956131234816,-75.60875314965514,POINT (-75.60875314965514 6.285956131234816)
2022-10-20,6.183922803511758,-75.67405191649307,POINT (-75.67405191649307 6.183922803511758)
2022-05-07,6.282291598206658,-75.66670695305353,POINT (-75.66670695305353 6.282291598206658)
2024-05-07,6.213423813642209,-75.6914578759875,POINT (-75.6914578759875 6.213423813642209)
2021-06-12,6.219368556324043,-75.60736850063184,POINT (-75.60736850063184 6.219368556324043)
2021-12-29,6.2640079578956165,-75.55082427966599,POINT (-75.55082427966599 6.264007957895616)
2021-08-14,6.277003371385353,-75.5563695332913,POINT (-75.5563695332913 6.277003371385353)
2021-05-09,6.201784790596051,-75.56375070685058,POINT (-75.56375070685058 6.201784790596051)
2022-04-26,6.1871665971710925,-75.54376253348343,POINT (-75.54376253348343 6.187166597171093)
2022-05-22,6.2950610100545,-75.63632374232597,POINT (-75.63632374232597 6.2950610100545)
2022-06-10,6.288558968759343,-75.5268723637201,POINT (-75.5268723637201 6.288558968759343)
2023-05-30,6.201042956926257,-75.56146605394828,POINT (-75.56146605394828 6.201042956926257)
2022-08-15,6.272135483911554,-75.65754504865653,POINT (-75.65754504865653 6.272135483911554)
2022-06-26,6.313537399464928,-75.67072271894419,POINT (-75.67072271894419 6.313537399464928)
2022-02-06,6.195807252140582,-75.53073597528895,POINT (-75.53073597528895 6.195807252140582)
2023-05-21,6.1963416398989635,-75.57767885254376,POINT (-75.57767885254376 6.196341639898963)
2021-12-04,6.215794417669662,-75.6496353447572,POINT (-75.6496353447572 6.215794417669662)
2022-05-14,6.284020985189937,-75.55901968473214,POINT (-75.55901968473214 6.284020985189937)
2022-06-25,6.279189868379207,-75.51761535670441,POINT (-75.51761535670441 6.279189868379207)
2020-09-03,6.2554421934077,-75.53685516299352,POINT (-75.53685516299352 6.2554421934077)
2022-05-17,6.189728756994637,-75.54922785244267,POINT (-75.54922785244267 6.189728756994637)
2022-03-07,6.2134803242615275,-75.61672990236205,POINT (-75.61672990236205 6.213480324261528)
2022-07-12,6.291651451373857,-75.57993534535973,POINT (-75.57993534535973 6.291651451373857)
2021-08-12,6.203522231387596,-75.50639250138914,POINT (-75.50639250138914 6.203522231387596)
2017-06-23,6.216660919743794,-75.60934553955632,POINT (-75.60934553955632 6.216660919743794)
2021-11-23,6.294226116642672,-75.63751233218423,POINT (-75.63751233218423 6.294226116642672)
2022-06-12,6.256566938863186,-75.50574195255659,POINT (-75.50574195255659 6.256566938863186)
2022-05-22,6.300153849942905,-75.60085398963382,POINT (-75.60085398963382 6.300153849942905)
2023-07-04,6.197993954565112,-75.66684988535697,POINT (-75.66684988535697 6.197993954565112)
2021-06-11,6.300999004955494,-75.55266541362637,POINT (-75.55266541362637 6.300999004955494)
2023-01-17,6.3012374435273575,-75.57112869782114,POINT (-75.57112869782114 6.301237443527357)
2024-11-19,6.181575887994697,-75.56607592828934,POINT (-75.56607592828934 6.181575887994697)
2022-06-03,6.242744757698627,-75.63061055467827,POINT (-75.63061055467827 6.242744757698627)
2021-12-04,6.239218892933224,-75.51070713522692,POINT (-75.51070713522692 6.239218892933224)
2022-10-24,6.2108156818209395,-75.61821078668173,POINT (-75.61821078668173 6.210815681820939)
2021-07-24,6.2390010429545235,-75.55938902916701,POINT (-75.55938902916701 6.239001042954524)
2021-09-14,6.196968557129636,-75.56170276943418,POINT (-75.56170276943418 6.196968557129636)
2022-03-27,6.245279538863884,-75.54397311624342,POINT (-75.54397311624342 6.245279538863884)
2022-04-26,6.262989474458905,-75.6441187674088,POINT (-75.6441187674088 6.262989474458905)
2022-03-07,6.235319880980576,-75.62527903663023,POINT (-75.62527903663023 6.235319880980576)
2024-06-19,6.2720642032617056,-75.63972912310541,POINT (-75.63972912310541 6.272064203261706)
2021-08-12,6.179498740654111,-75.55068814406746,POINT (-75.55068814406746 6.179498740654111)
2022-07-02,6.284410816574121,-75.55346231730046,POINT (-75.55346231730046 6.284410816574121)
2021-11-20,6.288991385846681,-75.5942208431485,POINT (-75.5942208431485 6.288991385846681)
2023-09-11,6.245076463222807,-75.62927758281285,POINT (-75.62927758281285 6.245076463222807)
2021-06-20,6.252472183073506,-75.51342305133882,POINT (-75.51342305133882 6.252472183073506)
2021-05-31,6.370113600167638,-75.70926378954604,POINT (-75.70926378954604 6.370113600167638)
2022-01-03,6.305848093099451,-75.65690242408698,POINT (-75.65690242408698 6.305848093099451)
2021-06-08,6.2200618214643235,-75.55362924398347,POINT (-75.55362924398347 6.220061821464324)
2022-09-29,6.354862955028661,-75.6947725910177,POINT (-75.6947725910177 6.354862955028661)
2022-07-26,6.1822900478874505,-75.56339847740085,POINT (-75.56339847740085 6.182290047887451)
2021-05-10,6.296436424646478,-75.6210918303017,POINT (-75.6210918303017 6.296436424646478)
2021-05-10,6.330349700109218,-75.71787343275112,POINT (-75.71787343275112 6.330349700109218)
2024-05-28,6.177269696868394,-75.64694122317309,POINT (-75.64694122317309 6.177269696868394)
2022-05-06,6.28912954371074,-75.61804293932406,POINT (-75.61804293932406 6.28912954371074)
2021-09-15,6.238981767522159,-75.69317344104194,POINT (-75.69317344104194 6.238981767522159)
2024-06-19,6.203312157330914,-75.61124214778889,POINT (-75.61124214778889 6.203312157330914)
2024-06-26,6.333950682518181,-75.69624593005051,POINT (-75.69624593005051 6.333950682518181)
2022-05-23,6.270272536082147,-75.6271683808137,POINT (-75.6271683808137 6.270272536082147)
2021-05-31,6.30818462036944,-75.6676790006129,POINT (-75.6676790006129 6.30818462036944)
2021-08-10,6.199206218045209,-75.66457105533182,POINT (-75.66457105533182 6.199206218045209)
2021-11-24,6.208022274759411,-75.56297423616411,POINT (-75.56297423616411 6.208022274759411)
2023-01-15,6.2360269954334955,-75.66701370851239,POINT (-75.66701370851239 6.236026995433495)
2022-09-22,6.256428083447009,-75.52608881953866,POINT (-75.52608881953866 6.256428083447009)
2022-09-21,6.282654635915814,-75.656633847859,POINT (-75.656633847859 6.282654635915814)
2021-05-27,6.2253318693957,-75.52694625819645,POINT (-75.52694625819645 6.2253318693957)
2022-11-28,6.280174436700529,-75.59578339730635,POINT (-75.59578339730635 6.280174436700529)
2022-07-05,6.305302270580697,-75.55967557068345,POINT (-75.55967557068345 6.305302270580697)
2021-12-21,6.221596111146602,-75.55497335455959,POINT (-75.55497335455959 6.221596111146602)
2022-05-10,6.20177346912612,-75.65396025157763,POINT (-75.65396025157763 6.20177346912612)
2021-07-26,6.2484712737660315,-75.50189871055284,POINT (-75.50189871055284 6.248471273766032)
2021-10-28,6.191263619507737,-75.48919041330453,POINT (-75.48919041330453 6.191263619507737)
2021-09-11,6.278663150408332,-75.60089067350627,POINT (-75.60089067350627 6.278663150408332)
2023-12-29,6.185524637478767,-75.66661412956424,POINT (-75.66661412956424 6.185524637478767)
2023-02-17,6.2952609999809495,-75.56783603640231,POINT (-75.56783603640231 6.295260999980949)
2023-01-17,6.221613033993371,-75.66379461261519,POINT (-75.66379461261519 6.221613033993371)
2022-03-17,6.229569055793133,-75.54303621228887,POINT (-75.54303621228887 6.229569055793133)
2021-09-05,6.227581131325268,-75.65577384067419,POINT (-75.65577384067419 6.227581131325268)
2021-05-05,6.273542901497524,-75.65948469574987,POINT (-75.65948469574987 6.273542901497524)
2022-06-02,6.329598013925402,-75.6518624261333,POINT (-75.6518624261333 6.329598013925402)
2021-10-27,6.311701572058941,-75.65935199402809,POINT (-75.65935199402809 6.311701572058941)
2024-06-10,6.283891659978343,-75.54591720129397,POINT (-75.54591720129397 6.283891659978343)
2021-05-18,6.298204380007607,-75.65539045549626,POINT (-75.65539045549626 6.298204380007607)
2022-05-14,6.236608595539169,-75.5527822259189,POINT (-75.5527822259189 6.236608595539169)
2022-07-12,6.327315327559534,-75.69136151238362,POINT (-75.69136151238362 6.327315327559534)
2021-10-31,6.189449470445619,-75.67461429722017,POINT (-75.67461429722017 6.189449470445619)
2022-03-16,6.258033357569841,-75.51676327892577,POINT (-75.51676327892577 6.258033357569841)
2021-06-16,6.2958184042807055,-75.7014871856966,POINT (-75.7014871856966 6.295818404280705)
2021-09-23,6.3444753460941365,-75.7068006488248,POINT (-75.7068006488248 6.344475346094137)
2022-01-06,6.2632159392834525,-75.637866657839,POINT (-75.637866657839 6.263215939283453)
2021-02-19,6.251900762400099,-75.64086016311154,POINT (-75.64086016311154 6.251900762400099)
2021-11-25,6.275553434292116,-75.49442841640764,POINT (-75.49442841640764 6.275553434292116)
2022-03-05,6.213272602313619,-75.49783389151344,POINT (-75.49783389151344 6.213272602313619)
2021-06-11,6.300688754141074,-75.55946395005515,POINT (-75.55946395005515 6.300688754141074)
2021-09-02,6.299461650381095,-75.5670539310623,POINT (-75.5670539310623 6.299461650381095)
2022-09-04,6.2167715182895185,-75.69772015414516,POINT (-75.69772015414516 6.216771518289518)
2023-06-10,6.312118831414159,-75.61721740599894,POINT (-75.61721740599894 6.312118831414159)
2024-05-21,6.217686713163174,-75.64229707582172,POINT (-75.64229707582172 6.217686713163174)
2021-07-24,6.209731321769968,-75.50075217800932,POINT (-75.50075217800932 6.209731321769968)
2022-05-08,6.278544975230173,-75.5253557707698,POINT (-75.5253557707698 6.278544975230173)
2022-05-20,6.256783960179391,-75.53269021312231,POINT (-75.53269021312231 6.256783960179391)
2022-06-29,6.293648115647802,-75.59383731301412,POINT (-75.59383731301412 6.293648115647802)
2021-10-23,6.21354465236615,-75.60888993228197,POINT (-75.60888993228197 6.21354465236615)
2021-10-11,6.240892190864059,-75.47587392288138,POINT (-75.47587392288138 6.240892190864059)
2021-03-23,6.276759714297521,-75.6121505502965,POINT (-75.6121505502965 6.276759714297521)
2022-07-13,6.281775655721678,-75.61683023790235,POINT (-75.61683023790235 6.281775655721678)
2022-09-18,6.240454102259598,-75.53021343927922,POINT (-75.53021343927922 6.240454102259598)
2021-08-29,6.1898178427569315,-75.66265753122832,POINT (-75.66265753122832 6.189817842756931)
2023-11-19,6.194670429338286,-75.66624452094277,POINT (-75.66624452094277 6.194670429338286)
2021-10-31,6.231114765047753,-75.50999037701966,POINT (-75.50999037701966 6.231114765047753)
2022-04-22,6.220346140402107,-75.55601195005872,POINT (-75.55601195005872 6.220346140402107)
2022-07-24,6.227564403406913,-75.6192520026943,POINT (-75.6192520026943 6.227564403406913)
2021-09-23,6.2692106781570045,-75.62076346099252,POINT (-75.62076346099252 6.269210678157005)
2024-05-11,6.238535107329675,-75.51755363433715,POINT (-75.51755363433715 6.238535107329675)
2024-06-26,6.2763444060236315,-75.68137813755533,POINT (-75.68137813755533 6.276344406023632)
2022-09-08,6.242660759291322,-75.51379331476477,POINT (-75.51379331476477 6.242660759291322)
2022-05-09,6.304481891605488,-75.62736893619174,POINT (-75.62736893619174 6.304481891605488)
2022-04-03,6.230479144037541,-75.68714326941804,POINT (-75.68714326941804 6.230479144037541)
2021-09-04,6.218728070262155,-75.68313788806708,POINT (-75.68313788806708 6.218728070262155)
2022-04-20,6.2316773853676795,-75.62000834864551,POINT (-75.62000834864551 6.231677385367679)
2022-09-04,6.183533787794202,-75.54965729246719,POINT (-75.54965729246719 6.183533787794202)
2022-10-24,6.23938534314752,-75.54087995522428,POINT (-75.54087995522428 6.23938534314752)
2021-06-21,6.33181167814001,-75.67559287740833,POINT (-75.67559287740833 6.33181167814001)
2021-08-25,6.270546358068905,-75.60468836341819,POINT (-75.60468836341819 6.270546358068905)
2022-09-18,6.277118640607685,-75.51497930921809,POINT (-75.51497930921809 6.277118640607685)
2021-06-24,6.339062177675835,-75.70986076513948,POINT (-75.70986076513948 6.339062177675835)
2022-03-07,6.215064224255042,-75.49630035458277,POINT (-75.49630035458277 6.215064224255042)
2023-01-14,6.266553156055301,-75.66164713224859,POINT (-75.66164713224859 6.266553156055301)
2022-10-20,6.328905298657012,-75.68799158199928,POINT (-75.68799158199928 6.328905298657012)
2021-08-18,6.179973710356268,-75.55927361443865,POINT (-75.55927361443865 6.179973710356268)
2022-04-07,6.2827543773318215,-75.67851943685685,POINT (-75.67851943685685 6.282754377331822)
2024-06-14,6.228498056721043,-75.64098927411666,POINT (-75.64098927411666 6.228498056721043)
2024-06-09,6.181904805957512,-75.63976033318727,POINT (-75.63976033318727 6.181904805957512)
2022-06-14,6.212259478825574,-75.63617771365064,POINT (-75.63617771365064 6.212259478825574)
2024-05-07,6.21216657700193,-75.49172720990494,POINT (-75.49172720990494 6.21216657700193)
2022-04-20,6.283113438591269,-75.52685728748733,POINT (-75.52685728748733 6.283113438591269)
2022-07-26,6.305010897494867,-75.65883541535766,POINT (-75.65883541535766 6.305010897494867)
2022-07-12,6.3002553036850415,-75.66442900991625,POINT (-75.66442900991625 6.300255303685041)
2023-05-28,6.278881306089093,-75.53895510071226,POINT (-75.53895510071226 6.278881306089093)
2022-03-05,6.341368635045338,-75.6766645603072,POINT (-75.6766645603072 6.341368635045338)
2023-05-28,6.2250601625658755,-75.55002066532468,POINT (-75.55002066532468 6.225060162565875)
2021-11-25,6.289538412061558,-75.53342627038458,POINT (-75.53342627038458 6.289538412061558)
2022-05-17,6.2805533869158925,-75.622533798694,POINT (-75.622533798694 6.280553386915892)
2023-03-18,6.2364277830664685,-75.49754871866705,POINT (-75.49754871866705 6.236427783066468)
2023-10-08,6.265791098195012,-75.52249177164536,POINT (-75.52249177164536 6.265791098195012)
2021-09-02,6.306320253688124,-75.5671231307856,POINT (-75.5671231307856 6.306320253688124)
2022-10-21,6.274320056362502,-75.66365561092151,POINT (-75.66365561092151 6.274320056362502)
2021-09-06,6.210302063424454,-75.66539817355465,POINT (-75.66539817355465 6.210302063424454)
2021-11-20,6.271962864780174,-75.54538750178541,POINT (-75.54538750178541 6.271962864780174)
2022-07-24,6.230153774476958,-75.54204534701111,POINT (-75.54204534701111 6.230153774476958)
2021-06-07,6.201706872620316,-75.4857445691845,POINT (-75.4857445691845 6.201706872620316)
2022-04-05,6.218811989107509,-75.50931192969819,POINT (-75.50931192969819 6.218811989107509)
2023-05-24,6.247020075276841,-75.53092630372744,POINT (-75.53092630372744 6.247020075276841)
2023-10-31,6.24010927968624,-75.62216680775975,POINT (-75.62216680775975 6.24010927968624)
2024-05-21,6.181855837113771,-75.65633242401535,POINT (-75.65633242401535 6.181855837113771)
2024-05-14,6.3052380466450675,-75.63863706665785,POINT (-75.63863706665785 6.305238046645067)
2022-04-07,6.191383792155723,-75.5668972962368,POINT (-75.5668972962368 6.191383792155723)
2022-04-23,6.211299295523413,-75.55057784840238,POINT (-75.55057784840238 6.211299295523413)
2024-06-22,6.300247425864508,-75.58293786454976,POINT (-75.58293786454976 6.300247425864508)
2021-11-27,6.295700193675014,-75.63106502484013,POINT (-75.63106502484013 6.295700193675014)
2022-06-22,6.242669955410768,-75.5104187576744,POINT (-75.5104187576744 6.242669955410768)
2022-04-22,6.280543214650127,-75.59762069939276,POINT (-75.59762069939276 6.280543214650127)
2022-10-14,6.282952659285609,-75.52487165368491,POINT (-75.52487165368491 6.282952659285609)
2022-09-06,6.2299793638885,-75.61786961549441,POINT (-75.61786961549441 6.2299793638885)
2022-06-08,6.362287469618818,-75.69980876894094,POINT (-75.69980876894094 6.362287469618818)
2022-05-20,6.3056803348174,-75.5582869719429,POINT (-75.5582869719429 6.3056803348174)
2021-06-08,6.201903022946321,-75.5953595552601,POINT (-75.5953595552601 6.201903022946321)
2022-11-12,6.175608287067629,-75.54452461076554,POINT (-75.54452461076554 6.175608287067629)
2022-09-30,6.270039244499993,-75.62170879844324,POINT (-75.62170879844324 6.270039244499993)
2022-01-03,6.185297105840325,-75.55834565647406,POINT (-75.55834565647406 6.185297105840325)
2022-09-20,6.252006977262239,-75.64706349712468,POINT (-75.64706349712468 6.252006977262239)
2021-05-27,6.28085622833131,-75.63255939788108,POINT (-75.63255939788108 6.28085622833131)
2021-08-10,6.1904378494248125,-75.64985791573802,POINT (-75.64985791573802 6.190437849424812)
2022-06-06,6.202366976872828,-75.6778287378706,POINT (-75.6778287378706 6.202366976872828)
2024-07-05,6.2375822479811855,-75.63337424239512,POINT (-75.63337424239512 6.237582247981186)
2021-10-20,6.204281676972181,-75.56276527167326,POINT (-75.56276527167326 6.204281676972181)
2021-10-23,6.171744675830406,-75.64578377377153,POINT (-75.64578377377153 6.171744675830406)
2021-08-14,6.225633833246451,-75.56778750868394,POINT (-75.56778750868394 6.225633833246451)
2021-05-06,6.23428084699826,-75.68085292426194,POINT (-75.68085292426194 6.23428084699826)
2024-06-14,6.174122534914035,-75.65695451915639,POINT (-75.65695451915639 6.174122534914035)
2021-12-29,6.227094387713516,-75.62361739577929,POINT (-75.62361739577929 6.227094387713516)
2022-08-15,6.210241617606379,-75.49648593205922,POINT (-75.49648593205922 6.210241617606379)
2022-07-01,6.22775675229645,-75.52189120501802,POINT (-75.52189120501802 6.22775675229645)
2023-10-30,6.177272623970402,-75.64594889022277,POINT (-75.64594889022277 6.177272623970402)
2021-06-02,6.208787185033793,-75.5570217414348,POINT (-75.5570217414348 6.208787185033793)
2022-06-07,6.28781807713953,-75.61168666747739,POINT (-75.61168666747739 6.28781807713953)
2021-10-27,6.186076134009898,-75.64890228111156,POINT (-75.64890228111156 6.186076134009898)
2024-06-09,6.287471167995236,-75.5736204533691,POINT (-75.5736204533691 6.287471167995236)
2021-05-03,6.287289528140208,-75.57897986928964,POINT (-75.57897986928964 6.287289528140208)
2021-05-26,6.346971906179497,-75.67931235392628,POINT (-75.67931235392628 6.346971906179497)
2021-09-11,6.321275659955383,-75.69541240132904,POINT (-75.69541240132904 6.321275659955383)
2023-10-07,6.286907584163055,-75.5525263958066,POINT (-75.5525263958066 6.286907584163055)
2021-11-23,6.207704191032442,-75.68603199198841,POINT (-75.68603199198841 6.207704191032442)
2024-06-09,6.302046459230025,-75.63560014960625,POINT (-75.63560014960625 6.302046459230025)
2024-05-17,6.195311746934923,-75.49882786360975,POINT (-75.49882786360975 6.195311746934923)
2020-09-20,6.287409735344057,-75.52155875159526,POINT (-75.52155875159526 6.287409735344057)
2023-06-03,6.2841536776975,-75.5996659349671,POINT (-75.5996659349671 6.2841536776975)
2024-05-14,6.216418128780856,-75.66348131752746,POINT (-75.66348131752746 6.216418128780856)
2022-06-15,6.22169739243473,-75.54847297486867,POINT (-75.54847297486867 6.22169739243473)
2016-02-21,6.363060059080121,-75.69201873361378,POINT (-75.69201873361378 6.363060059080121)
2021-08-18,6.296943146185277,-75.60426905322495,POINT (-75.60426905322495 6.296943146185277)
2023-11-17,6.34031147877451,-75.70912022966807,POINT (-75.70912022966807 6.34031147877451)
2022-10-23,6.181840913404822,-75.6752364760743,POINT (-75.6752364760743 6.181840913404822)
2024-05-04,6.295988571658384,-75.58947670498159,POINT (-75.58947670498159 6.295988571658384)
2024-05-22,6.234067292785723,-75.65519775723239,POINT (-75.65519775723239 6.234067292785723)
2022-04-06,6.273277497981756,-75.60891460935744,POINT (-75.60891460935744 6.273277497981756)
2020-09-20,6.281793348227615,-75.63891445582509,POINT (-75.63891445582509 6.281793348227615)
2024-06-28,6.327348743451611,-75.66704268354714,POINT (-75.66704268354714 6.327348743451611)
2021-12-21,6.193703011575527,-75.509641107817,POINT (-75.509641107817 6.193703011575527)
2022-09-16,6.20529894323536,-75.65655094184997,POINT (-75.65655094184997 6.20529894323536)
2021-07-18,6.240127873879857,-75.49740979991458,POINT (-75.49740979991458 6.240127873879857)
2023-03-27,6.193192872147258,-75.65993859455693,POINT (-75.65993859455693 6.193192872147258)
2022-02-19,6.2067590398953545,-75.69610173661069,POINT (-75.69610173661069 6.206759039895354)
2023-01-15,6.180286574042566,-75.56632041974106,POINT (-75.56632041974106 6.180286574042566)
2024-07-05,6.255552508690608,-75.5118930073993,POINT (-75.5118930073993 6.255552508690608)
2023-10-31,6.183847805445137,-75.57119308621576,POINT (-75.57119308621576 6.183847805445137)
2022-06-27,6.232731032345824,-75.49644701055159,POINT (-75.49644701055159 6.232731032345824)
2024-05-15,6.21580141266393,-75.5609118991848,POINT (-75.5609118991848 6.21580141266393)
2022-02-15,6.222920211313069,-75.49656954075765,POINT (-75.49656954075765 6.222920211313069)
2022-03-06,6.3077846341791615,-75.56380202020745,POINT (-75.56380202020745 6.307784634179161)
2024-06-11,6.263544707831439,-75.55295695523975,POINT (-75.55295695523975 6.263544707831439)
2021-02-19,6.18277916982752,-75.63926672171776,POINT (-75.63926672171776 6.18277916982752)
2024-06-10,6.234262620238258,-75.67316150567382,POINT (-75.67316150567382 6.234262620238258)
2022-09-07,6.3168134758721655,-75.65961566111558,POINT (-75.65961566111558 6.316813475872165)
2021-06-26,6.308681222792418,-75.65472731442226,POINT (-75.65472731442226 6.308681222792418)
2022-09-24,6.286290967868518,-75.62210407500052,POINT (-75.62210407500052 6.286290967868518)
2020-11-15,6.243150115166378,-75.50198357847611,POINT (-75.50198357847611 6.243150115166378)
2023-04-22,6.2865030140035945,-75.57783614819341,POINT (-75.57783614819341 6.286503014003594)
2021-12-04,6.217722123048275,-75.67216878777855,POINT (-75.67216878777855 6.217722123048275)
2023-05-30,6.202244998578631,-75.5327384770384,POINT (-75.5327384770384 6.202244998578631)
2021-10-23,6.19670278428923,-75.6537963374501,POINT (-75.6537963374501 6.19670278428923)
2022-03-15,6.328650853387329,-75.64893131239216,POINT (-75.64893131239216 6.328650853387329)
2023-03-18,6.219615745517656,-75.6505894936959,POINT (-75.6505894936959 6.219615745517656)
2024-05-24,6.239365246590493,-75.48728397849148,POINT (-75.48728397849148 6.239365246590493)
2021-10-17,6.28917215957997,-75.65943263964888,POINT (-75.65943263964888 6.28917215957997)
2021-06-14,6.321203018618614,-75.69203736676758,POINT (-75.69203736676758 6.321203018618614)
2021-09-13,6.274324097986633,-75.51839605629353,POINT (-75.51839605629353 6.274324097986633)
2021-11-23,6.334135025845505,-75.69043970254907,POINT (-75.69043970254907 6.334135025845505)
2021-05-10,6.306428401495936,-75.58732318659574,POINT (-75.58732318659574 6.306428401495936)
2024-06-22,6.216837730956726,-75.62001467655682,POINT (-75.62001467655682 6.216837730956726)
2023-11-24,6.213333340996082,-75.63851304473633,POINT (-75.63851304473633 6.213333340996082)
2023-10-31,6.356574912101066,-75.70554825097085,POINT (-75.70554825097085 6.356574912101066)
2024-06-14,6.303479559870083,-75.57202846398332,POINT (-75.57202846398332 6.303479559870083)
2022-09-01,6.34026720996828,-75.68336144430418,POINT (-75.68336144430418 6.34026720996828)
